FileName,observable_repeatInterval,observable_repeatdose,Time,parameter_lambdaPhys,parameter_numberPerNanomole,parameter_RepeatCount,parameter_RepeatTimeInterval,parameter_Tumor1VolumeCoeff,Vein_species_Hot,Vein_species_Cold,observable_Tumor1_TotalHot,observable_Tumor2_TotalHot,observable_TumorTotalHot,observable_KidneyTotalHot,observable_SGTotalHot,observable_LiverTotalHot,observable_ProstateTotalHot,observable_SpleenTotalHot,observable_RedMarrowTotalHot,observable_BoneTotalHot,observable_TIA_TumorTotal,observable_TIA_Kidney,observable_TIA_SG,observable_TIA_Liver,observable_TIA_Spleen,observable_TIA_RedMarrow,observable_HotStuffBlood,observable_BloodTIA
SimDataResults_326.csv,300.0,2.0,8.42430768668856e-05,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,0.0084220235136782,0.0084220235734176,2.45420741895326e-16,1.79772606397502e-14,2.45420741895326e-16,7.88190735011332e-14,1.64397698095422e-16,2.7007237861026e-14,2.5714436565528e-16,1.24599658544675e-14,1.2461691509139e-14,2.07687549552451e-14,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,0.0084220235136782,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0002624619293023,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,0.0262267156920304,0.0262267162012064,1.95759678670362e-14,1.43395490496508e-12,1.95759678670362e-14,6.27413727140826e-12,1.3125727325444e-14,2.15815414636367e-12,2.04673622006645e-14,9.94721243895523e-13,9.951950641684e-13,1.65845723667801e-12,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,0.0262267156920304,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0004406807817378,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,0.0440143081951562,0.0440143096003961,1.07401824061062e-13,7.86726732800983e-12,1.07401824061062e-13,3.43958598435909e-11,7.203924249335362e-14,1.18486672165367e-11,1.12202201551688e-13,5.45921881985774e-12,5.462516508914299e-12,9.10279278063676e-12,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,0.0440143081951562,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0006188996341733,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,0.0617846492025219,0.061784651954004,3.51637797249951e-13,2.57577427365056e-11,3.51637797249951e-13,1.12524455961477e-10,2.35946600567922e-13,3.8820225583997896e-11,3.67054250038029e-13,1.78796032120726e-11,1.7892734085658198e-11,2.98156389603122e-11,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,0.0617846492025219,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0007971184866088,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,0.0795376966119227,0.0795377011604863,8.82765329220559e-13,6.466324844648569e-11,8.82765329220559e-13,2.82255346403784e-10,5.92556227662319e-13,9.752644473333988e-11,9.20691931702444e-13,4.4900968283100895e-11,4.49399898488539e-11,7.48833739408904e-11,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,0.0795376966119227,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0016188287407319,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,0.161168195063619,0.161168213696394,1.84484877832279e-11,1.35136610980352e-09,1.84484877832279e-11,5.84996537266019e-09,1.24322263348516e-11,2.05324726233162e-09,1.9080913563413095e-11,9.41614332817754e-10,9.43726925083961e-10,1.57196952607667e-09,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,0.161168195063619,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0024405389948549,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,0.242432885775268,0.242432927975199,8.217418287270749e-11,6.01932294501292e-09,8.217418287270749e-11,2.59514135320551e-08,5.5483210731106e-11,9.17869412594232e-09,8.46504781727756e-11,4.20126122558233e-09,4.21351491799915e-09,7.017233236248761e-09,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,0.242432885775268,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.003262249248978,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,0.32333333625775,0.323333411426021,2.38665938891149e-10,1.74824660433913e-08,2.38665938891149e-10,7.50796326233878e-08,1.61444281663147e-10,2.67506512612087e-08,2.4492731241746203e-10,1.22217705536745e-08,1.22653069130549e-08,2.04233054266545e-08,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,0.32333333625775,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.004083959503101,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,0.403871181117155,0.403871298570232,5.52148507148185e-10,4.04453084810922e-08,5.52148507148185e-10,1.73016368870214e-07,3.74196393960589e-10,6.21014817437606e-08,5.64512319452717e-10,2.83203942721722e-08,2.84396345998321e-08,4.73475024270021e-08,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,0.403871181117155,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0064066895400428,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,0.629580311773796,0.629580598431418,3.10104721443392e-09,2.27154123994139e-07,3.10104721443392e-09,9.58706619470786e-07,2.1153388654413204e-09,3.52968662483924e-07,3.13156950464092e-09,1.59936137545519e-07,1.60968909659321e-07,2.6782511573318e-07,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,0.629580311773796,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0087294195769846,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,0.852441420657045,0.852441948426473,1.01096234330584e-08,7.40537783593205e-07,1.01096234330584e-08,3.08978430907587e-06,6.93460380595165e-09,1.16236966026748e-06,1.010665083005e-08,5.23827302825149e-07,5.28209902057005e-07,8.7839113525811e-07,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,0.852441420657045,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0110521496139265,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,1.07249094472307,1.0724917836571,2.49251788565691e-08,1.82578871499982e-06,2.49251788565691e-08,7.53324353349226e-06,1.71903334092964e-08,2.89395433283587e-06,2.46845519584496e-08,1.29727458804903e-06,1.31053870739737e-06,2.17823955408603e-06,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,1.07249094472307,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0133748796508683,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,1.28976488367332,1.28976610201334,5.17331838717257e-08,3.78949579897088e-06,5.17331838717257e-08,1.5460751883897e-05,3.58755753701389e-08,6.06566407960651e-06,5.07713999807432e-08,2.70456124190698e-06,2.73727816872007e-06,4.54719394362967e-06,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,1.28976488367332,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0156976096878101,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,1.50429885269314,1.50430051691037,9.54094681290691e-08,6.98881714655527e-06,9.54094681290691e-08,2.81916068415086e-05,6.65329212800363e-08,1.12975563495503e-05,9.2819695861636e-08,5.01018011170284e-06,5.08027857686621e-06,8.4347861386273e-06,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,1.50429885269314,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0193945524813368,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,1.84019515253332,1.84019765924647,2.13231924336324e-07,1.56194010460461e-05,2.13231924336324e-07,6.18689796869572e-05,1.50032159779896e-07,2.56501194501627e-05,2.0473064849264e-07,1.12765006897591e-05,1.14686413850951e-05,1.90241984187092e-05,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,1.84019515253332,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0230914952748634,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,2.16938103736868,2.16938454377171,4.11994794836097e-07,3.01789267594729e-05,4.11994794836097e-07,0.0001173832116552,2.92492681620482e-07,5.03421461895162e-05,3.907716138347e-07,2.19392787761265e-05,2.23801277351612e-05,3.70897047606777e-05,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,2.16938103736868,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.02678843806839,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,2.49199643783712,2.49200109452844,7.1840208638951e-07,5.26234735640808e-05,7.1840208638951e-07,0.0002010037417167,5.1459647685661e-07,8.91554698587294e-05,6.7377585843604e-07,3.85163304780811e-05,3.94078756815166e-05,6.52469102896145e-05,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,2.49199643783712,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0304853808619167,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,2.80818002089937,2.80818597209329,1.1607494707008e-06,8.5025701290258e-05,1.1607494707008e-06,0.0003189656550048,8.38852179717492e-07,0.0001462802912697,1.07747601573208e-06,6.26462472212809e-05,6.42871941967124e-05,0.0001063353675562,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,2.80818002089937,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0341823236554433,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,3.118069152261,3.11807653599791,1.76838401094964e-06,0.0001295352683766,1.76838401094964e-06,0.000477324681103,1.28923079348893e-06,0.0002262591621191,1.62612549587437e-06,9.60594188089556e-05,9.88671421707879e-05,0.0001633700974802,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,3.118069152261,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.03787926644897,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,3.42179985934273,3.42180880769666,2.571278025091e-06,0.0001883476083068,2.571278025091e-06,0.0006818572303211,1.89086162562611e-06,0.0003339394461808,2.34422291104958e-06,0.0001405541046296,0.0001450867768091,0.0002395010939327,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,3.42179985934273,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0449310828517592,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,3.98456590283676,3.98457818122862,4.75278782946101e-06,0.0003481435856275,4.75278782946101e-06,0.0012191676180073,3.55188893800922e-06,0.0006347073426204,4.27185625532705e-06,0.0002628057267885,0.0002727816537232,0.0004493985412721,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,3.98456590283676,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0519828992545483,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,4.5263337688103,4.52634979893376,7.96186751637389e-06,0.0005832076614282,7.96186751637389e-06,0.0019770236548049,6.04357872261039e-06,0.0010924055340442,7.07204026135788e-06,0.0004450599673591,0.0004644634717343,0.0007636260135849,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,4.5263337688103,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0590347156573375,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,5.04800350611012,5.04802367410856,1.23990794345974e-05,0.0009082288031048,1.23990794345974e-05,0.0029824186402675,9.55433781172965e-06,0.0017464386449524,1.09059343516124e-05,0.0007002434086464,0.000734671539663,0.0012053492992395,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,5.04800350611012,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0666666666666667,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,5.59095919798785,5.59098424094185,1.88027190236465e-05,0.0013772817090662,1.88027190236465e-05,0.0043730152550139,1.47174967042211e-05,0.0027223437889887,1.63959218328142e-05,0.0010730518110799,0.0011321989804531,0.0018532503585182,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,5.59095919798785,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0666666666666667,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,5.59095919798785,5.59098424094185,1.88027190236465e-05,0.0013772817090662,1.88027190236465e-05,0.0043730152550139,1.47174967042211e-05,0.0027223437889887,1.63959218328142e-05,0.0010730518110799,0.0011321989804531,0.0018532503585182,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,5.59095919798785,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0677733503232282,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,5.55762768415049,5.66775968657613,1.98962286814066e-05,0.0014573780186958,1.98962286814066e-05,0.0046042763635381,1.56093606826061e-05,0.0028924365066745,1.7329765582995e-05,0.0011371810494217,0.0012008777643747,0.001964968694269,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,5.55762768415049,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0688800339797898,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,5.52450847609311,5.74410083987843,2.10291972362432e-05,0.0015403642981072,2.10291972362432e-05,0.0048423793853589,1.65359167000878e-05,0.00306952863313,1.82965297126667e-05,0.0012037374620433,0.0012722304205195,0.0020809812893799,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,5.52450847609311,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0699867176363514,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,5.49160529732473,5.82000159529035,2.22028949222533e-05,0.0016263335495626,2.22028949222533e-05,0.0050874576479083,1.7498435375369e-05,0.0032539016206047,1.92972483487459e-05,0.001272805656166,0.0013463549520756,0.0022014417593695,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,5.49160529732473,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.072764651492002,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,5.40986080888174,6.00880661558717,2.53121118575653e-05,0.0018540714056161,2.53121118575653e-05,0.0057298967267357,2.00596590481666e-05,0.0037462854246828,2.19449238576916e-05,0.0014562828686186,0.0015436074785719,0.0025217408473053,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,5.40986080888174,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0755425853476525,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,5.32941602921961,6.19499180259459,2.86751745295172e-05,0.0021004000187607,2.86751745295172e-05,0.0064137897410805,2.2848583999636e-05,0.0042853500772566,2.48035760052707e-05,0.0016555646812586,0.0017584122218483,0.0028701175146317,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,5.32941602921961,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0783205192033031,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,5.25029560252035,6.37852980856509,3.23018774936332e-05,0.0023660360680218,3.23018774936332e-05,0.0071390648883108,2.5876959854328e-05,0.0048739867297047,2.78808499104086e-05,0.0018713846019617,0.0019916761667486,0.0032479497459035,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,5.25029560252035,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0810984530589536,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,5.17250008165279,6.55944290528279,3.61960597719353e-05,0.0026512599104331,3.61960597719353e-05,0.0079044203597074,2.91516813612074e-05,0.0055141805489802,3.11794492561221e-05,0.002104124088269,0.0022439318887315,0.0036560026039573,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,5.17250008165279,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0866136097237348,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,5.02193041045881,6.91101466554748,4.47169011544163e-05,0.0032753431052999,4.47169011544163e-05,0.0095343420934202,3.63946928617944e-05,0.0069428033660495,3.83804114289083e-05,0.0026167149264222,0.0028019174876703,0.0045567295615674,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,5.02193041045881,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.092128766388516,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,4.87645025450649,7.25276185749963,5.42752782374938e-05,0.0039753933589106,5.42752782374938e-05,0.0112953407953709,4.46382589584264e-05,0.0085885412096362,4.64372864649601e-05,0.0031967239671169,0.0034370390932552,0.0055790063559046,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,4.87645025450649,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.0976439230532972,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,4.73595194031156,7.58505444019749,6.48355418766584e-05,0.0047487885845051,6.48355418766584e-05,0.0131653888539868,5.38815442839624e-05,0.0104571433888266,5.53218031702585e-05,0.0038431040055734,0.0041492204337308,0.0067217778717108,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,4.73595194031156,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.103159079718078,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,4.60032332672998,7.90824984719944,7.63475263122327e-05,0.005591841049362,7.63475263122327e-05,0.0151214273201098,6.41094234388206e-05,0.0125517073878463,6.499647737391e-05,0.0045537847115955,0.0049372739301421,0.0079821505224151,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,4.60032332672998,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.10867423638286,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,4.46945088596996,8.22268652348487,8.87525998533553e-05,0.00650024044285,8.87525998533553e-05,0.0171410455156701,7.52964948792876e-05,0.0148732862545534,7.54190989173349e-05,0.0053259924596516,0.0057992126106416,0.0093559254918652,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,4.46945088596996,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.119481052771705,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,4.22634688958455,8.81463787551312,0.0001154017546868,0.0084514739984692,0.0001154017546868,0.0212064672763144,9.98598052744351e-05,0.0200754555495523,9.7836622458069e-05,0.007004270525269,0.0076915709611325,0.0123554293110489,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,4.22634688958455,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.130287869160551,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,4.00013669585101,9.37651495112292,0.0001447377820754,0.0105990050233339,0.0001447377820754,0.0253006117331096,0.0001276672948971,0.0261270534402826,0.0001226045555875,0.0088779595581992,0.0098334073371848,0.0157242901599989,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,4.00013669585101,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.141094685549396,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,3.78986679912903,9.91049258134935,0.0001762580004759,0.0129058070124255,0.0001762580004759,0.0293123865648642,0.0001583599588619,0.0329950400526099,0.0001493691919533,0.0109163185364748,0.0121967808841884,0.0194108620352854,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,3.78986679912903,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.151901501938241,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,3.594560334594,10.4185843997121,0.0002094812422278,0.0153363885378447,0.0002094812422278,0.0331599703465808,0.0001915484793108,0.0406349225423804,0.0001777862344666,0.0130875988734678,0.0147514282761922,0.023360573131221,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,3.594560334594,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.162708318327087,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,3.41323826399461,10.9026517596112,0.0002439696568018,0.0178583943799924,0.0002439696568018,0.0367878718862204,0.0002268409394626,0.0489956695168393,0.0002075331584887,0.0153609866915927,0.0174669111587607,0.0275195534927176,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,3.41323826399461,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.179119761617357,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,3.16248269004458,11.5955824574844,0.0002979342196927,0.0218017038628238,0.0002979342196927,0.0418119724798981,0.0002836315122192,0.0629489605459694,0.0002546097036591,0.0189459766970449,0.0218339479358777,0.034124254693777,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,3.16248269004458,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.195531204907627,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,2.93853631219564,12.2424718634717,0.0003528126775862,0.0258071548840756,0.0003528126775862,0.0462006231797844,0.0003432057908963,0.0782481052757709,0.0003031783268279,0.0226118823110665,0.0264113636799481,0.0409357030489341,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,2.93853631219564,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.211942648197898,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,2.73836429177148,12.8481347347255,0.0004077145333219,0.0298082581584132,0.0004077145333219,0.0499579896117876,0.0004044999427389,0.0947039598870094,0.0003524805397128,0.0262832605488773,0.0311165778967378,0.047816823974877,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,2.73836429177148,190455178781.818
SimDataResults_326.csv,300.0,2.0,0.228354091488168,7.15e-05,602200000000000.0,2.0,300.0,0.464158883361278,2.55918445235192,13.4167769141615,0.0004619795865117,0.0337553738572823,0.0004619795865117,0.053128403347785,0.0004666216343247,0.112137391690953,0.0004019084035877,0.0298996615066424,0.0358802662613113,0.0546564549414729,34917682699.5728,382929156035.487,57374354958.666,1095672891827.93,23505402498.3652,151481525785.996,2.55918445235192,190455178781.818
